Control ID,Title,Description,Instructions,Frameworks,Category
MI.BNTP.V1,Breach notification template prepared,"Develop and maintain a standardized breach notification template to provide timely, consistent, and compliant communication with affected individuals in the event of a breach.",,"hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",MONITORING AND INCIDENT_RESPONSE
MI.BRPE.V1,Breach response playbook established,"Develop and maintain a breach response playbook focused on managing breaches after they are discovered, including detailed procedures for assessing, containing, and resolving incidents involving protected information.",,"hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",MONITORING AND INCIDENT_RESPONSE
MI.BRAT.V1,Breach risk assessment template developed,Establish a standardized risk assessment template to evaluate the potential impact of breaches on affected individuals. Include criteria for assessing:- The nature and sensitivity of the breached ePHI.- The likelihood of data misuse.- Steps already taken to mitigate the breach.,,"hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",MONITORING AND INCIDENT_RESPONSE
MI.CMPD.V1,Compliance monitoring processes defined and implemented,Define and implement comprehensive compliance monitoring processes to evaluate the performance and effectiveness of the information security management system (ISMS).,,"iso27001_v1, iso42001_v1, nist_800_171_v1",MONITORING AND INCIDENT_RESPONSE
MI.CSCS.V1,Critical security control systems monitored,"Your security tools are like the alarm system for your business. If they stop working and you don't notice, you're leaving the door wide open for attackers. By catching and fixing problems fast, you keep your defenses strong and your customer data safe.Make a list of your key security tools, including:- Firewalls and other network security controls- Intrusion detection/prevention systems (IDS/IPS)- Anti-malware software- Systems that detect changes to important files- Physical access controls (like door locks)- Login systems- Tools that record system activities (audit logs)- Any tools that separate different parts of your network (segmentation controls)Configure each system to send out an alert if it stops working properly and make sure these alerts go to the right people who can fix the problem. Include this in the incident response plan for each type of security system.Regularly test your alert system to make sure it's working and maintain records for each security system failure.",,pci_dss_level_1_v1,MONITORING AND INCIDENT_RESPONSE
MI.DORT.V1,Digital operational resilience testing program defined,"Define a comprehensive testing program to evaluate your digital operational resilience across ICT systems and critical functions. Ensure the scope of the resilience testing program includes all critical ICT assets, systems, and processes. Set objectives for testing key resilience aspects such as incident response, disaster recovery, and business continuity.Determine appropriate testing methods, including tabletop exercises, penetration testing, vulnerability assessments, and full-scale simulations. Schedule tests regularly, ensuring they reflect the criticality and risk profile of each asset or service.Analyze testing outcomes to identify areas for improvement and update security and resilience controls accordingly. Document action plans to address any identified gaps and implement corrective actions.",,eu_dora_v1,MONITORING AND INCIDENT_RESPONSE
MI.HHSB.V1,HHS breach reporting template established,"Prepare a standardized reporting template for notifying the Department of Health and Human Services (HHS) of breaches, including required elements for both small and large breaches.",,"hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",MONITORING AND INCIDENT_RESPONSE
MI.IRFB.V1,ICT readiness for business continuity,"ICT readiness shall be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.",,iso27001_direct_v1,MONITORING AND INCIDENT_RESPONSE
MI.IHM.V1,Incident history maintained,"Maintain a record of how past incidents were handled, focusing on their identification, reporting, escalation, and resolution.",,"hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",MONITORING AND INCIDENT_RESPONSE
MI.IMA.V1,Incident manager assigned,Designate an incident manager who is responsible for overseeing the organization's incident response process. The incident manager coordinates the response efforts and ensures that incidents are handled effectively.,,"cis_ig1_v1, nist_800_171_v1, oneleet_pro_v1",MONITORING AND INCIDENT_RESPONSE
MI.IREP.V1,Incident response exercises performed,"Conduct regular incident response exercises to test the organization's response capabilities and identify areas for improvement. Incident response exercises can include tabletop exercises, simulations, or red teaming activities.",,"gdpr_v1, nist_800_171_v1",MONITORING AND INCIDENT_RESPONSE
MI.IRPE.V1,Incident response policy established,"An incident response policy is established that outlines the organization's approach and procedures for detecting, responding to, and recovering from cybersecurity incidents.",,"ccpa_v1, cis_ig1_v1, eu_dora_v1, gdpr_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, pci_dss_level_1_v1, soc2_privacy_v1, soc2_v1",MONITORING AND INCIDENT_RESPONSE
MI.IRPD.V1,Incident response procedures defined,"Create step-by-step response procedures covering incident detection, containment, eradication, and recovery. Include guidelines for different types of incidents, such as data breaches, malware infections, and system outages. Clearly designate roles within the incident response team, including incident handlers, communication leads, and recovery personnel.Also outline communication protocols for both internal and external stakeholders, specifying approved channels for incident notifications and updates.Regularly review and update incident response procedures.",,"ccpa_v1, eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, nist_800_171_v1",MONITORING AND INCIDENT_RESPONSE
